0	20	20	20
0.01	20	20	20
0.02	20	20	20
0.03	20	20	20
0.04	20	20	20
0.05	20	20	20
0.06	20	20	20
0.07	20	20	20
0.08	20	20	20
0.09	20	20	20
0.1	20	20	20
0.11	20	20	20
0.12	20	20	20
0.13	20	20	20
0.14	20	20	19.9999
0.15	20	20	19.9999
0.16	20	20	19.9999
0.17	20	20	19.9999
0.18	20	20	19.9999
0.19	20	20	19.9999
0.2	20	20	19.9999
0.21	20	20	19.9999
0.22	20	20	19.9999
0.23	20	20	19.9999
0.24	20	20	19.9999
0.25	20	20	19.9999
0.26	20	20	19.9999
0.27	20	20	19.9999
0.28	20	20	19.9999
0.29	20	20	19.9999
0.3	20	20	19.9999
0.31	20	20	19.9999
0.32	20	20	19.9999
0.33	20	20	19.9999
0.34	20	20	19.9999
0.35	20	20	19.9999
0.36	20	20	19.9999
0.37	20	20	19.9999
0.38	20	20	19.9999
0.39	20	20	19.9999
0.4	20	20	19.9998
0.41	20	20	19.9998
0.42	20	20	19.9998
0.43	20	20	19.9998
0.44	20	20	19.9998
0.45	20	20	19.9998
0.46	20	20	19.9998
0.47	20	20	19.9998
0.48	20	20	19.9998
0.49	20	20	19.9998
0.5	20	20	19.9998
0.51	20	20	19.9998
0.52	20	20	19.9998
0.53	20	20	19.9998
0.54	20	20	19.9998
0.55	20	20	19.9998
0.56	20	20	19.9998
0.57	20	20	19.9998
0.58	20	20	19.9998
0.59	20	20	19.9998
0.6	20	20	19.9998
0.61	20	20	19.9998
0.62	20	20	19.9998
0.63	20	20	19.9998
0.64	20	20	19.9998
0.65	20	20	19.9998
0.66	20	20	19.9998
0.67	20	20	19.9998
0.68	20	20	19.9998
0.69	20	20	19.9998
0.7	20	20	19.9998
0.71	20	20	19.9998
0.72	20	20	19.9998
0.73	20	20	19.9998
0.74	20	20	19.9997
0.75	20	20	19.9997
0.76	20	20	19.9997
0.77	20	20	19.9997
0.78	20	20	19.9997
0.79	20	20	19.9997
0.8	20	20	19.9997
0.81	20	20	19.9997
0.82	20	20	19.9997
0.83	20	20.0001	19.9997
0.84	20	20.0001	19.9997
0.85	20	20.0001	19.9997
0.86	20	20.0001	19.9997
0.87	20	20.0001	19.9998
0.88	20	20.0001	19.9998
0.89	20	20.0001	19.9998
0.9	20	20.0001	19.9998
0.91	20	20.0002	19.9998
0.92	20	20.0002	19.9998
0.93	20.0001	20.0002	19.9998
0.94	20.0001	20.0002	19.9998
0.95	20.0001	20.0002	19.9998
0.96	20.0001	20.0003	19.9998
0.97	20.0001	20.0003	19.9999
0.98	20.0001	20.0003	19.9999
0.99	20.0001	20.0004	19.9999
1	20.0001	20.0004	19.9999
1.01	20.0002	20.0005	20
1.02	20.0002	20.0005	20
1.03	20.0002	20.0005	20
1.04	20.0002	20.0006	20.0001
1.05	20.0003	20.0007	20.0001
1.06	20.0003	20.0007	20.0001
1.07	20.0003	20.0008	20.0002
1.08	20.0004	20.0009	20.0002
