0 0 0.00946408 0 0 9.6277e-005
0.0078125 0 0.0189512 0 0 9.6277e-005
0.015625 0 0.0189801 0 0 0.000140396
0.0234375 0 0.0189898 0 0 0.000140217
0.03125 0 0.0189943 0 0 0.000131172
0.0390625 0 0.0189926 0 0 0.000123764
0.046875 0 0.0189841 0 0 0.000120385
0.0546875 0 0.0189686 0 0 0.000120977
0.0625 0 0.0189464 0 0 0.00012483
0.0703125 0 0.0189179 0 0 0.000131132
0.078125 0 0.0188836 0 0 0.000139129
0.0859375 0 0.0188443 0 0 0.000148172
0.09375 0 0.0188003 0 0 0.000157724
0.101562 0 0.0187524 0 0 0.000167358
0.109375 0 0.018701 0 0 0.000176757
0.117188 0 0.0186464 0 0 0.000185697
0.125 0 0.018589 0 0 0.000194053
0.132812 0 0.0185289 0 0 0.000201771
0.140625 0 0.0184662 0 0 0.000208867
0.148438 0 0.0184009 0 0 0.00021541
0.15625 0 0.018333 0 0 0.000221506
0.164062 0 0.0182623 0 0 0.000227284
0.171875 0 0.0181886 0 0 0.00023289
0.179688 0 0.0181119 0 0 0.000238465
0.1875 0 0.0180319 0 0 0.000244146
0.195312 0 0.0179485 0 0 0.000250051
0.203125 0 0.0178615 0 0 0.000256278
0.210938 0 0.0177709 0 0 0.000262902
0.21875 0 0.0176764 0 0 0.000269974
0.226562 0 0.0175783 0 0 0.000277519
0.234375 0 0.0174764 0 0 0.00028554
0.242188 0 0.0173709 0 0 0.000294022
0.25 0 0.017262 0 0 0.000302928
0.257812 0 0.0171498 0 0 0.000312207
0.265625 0 0.0170347 0 0 0.000321796
0.273438 0 0.016917 0 0 0.000331617
0.28125 0 0.0167972 0 0 0.000341583
0.289062 0 0.0166758 0 0 0.000351597
0.296875 0 0.0165532 0 0 0.00036155
0.304688 0 0.0164304 0 0 0.00037133
0.3125 0 0.0163078 0 0 0.000380818
0.320312 0 0.0161865 0 0 0.000389885
0.328125 0 0.0160673 0 0 0.000398401
0.335938 0 0.0159511 0 0 0.000406234
0.34375 0 0.015839 0 0 0.000413235
0.351562 0 0.0157322 0 0 0.000419271
0.359375 0 0.0156317 0 0 0.000424197
0.367188 0 0.0155387 0 0 0.000427871
0.375 0 0.0154546 0 0 0.000430146
0.382812 0 0.0153805 0 0 0.000430888
0.390625 0 0.0153176 0 0 0.000429963
0.398438 0 0.0152672 0 0 0.000427242
0.40625 0 0.0152305 0 0 0.000422606
0.414062 0 0.0152085 0 0 0.000415951
0.421875 0 0.0152024 0 0 0.000407173
0.429688 0 0.0152129 0 0 0.000396206
0.4375 0 0.015241 0 0 0.000382968
0.445312 0 0.0152873 0 0 0.000367425
0.453125 0 0.0153522 0 0 0.000349554
0.460938 0 0.0154361 0 0 0.000329353
0.46875 0 0.015539 0 0 0.000306842
0.476562 0 0.0156607 0 0 0.000282079
0.484375 0 0.0158009 0 0 0.000255129
0.492188 0 0.0159589 0 0 0.000226114
0.5 0 0.0161336 0 0 0.000195165
0.507812 0 0.0163241 0 0 0.000162475
0.515625 0 0.0165286 0 0 0.00012824
0.523438 0 0.0167455 0 0 9.27254e-005
0.53125 0 0.0169728 0 0 5.61842e-005
0.539062 0 0.0172082 0 0 1.89549e-005
0.546875 0 0.0174492 0 0 1.86439e-005
0.554688 0 0.0176932 0 0 5.62374e-005
0.5625 0 0.0179372 0 0 9.3466e-005
0.570312 0 0.0181785 0 0 0.000129895
0.578125 0 0.0184139 0 0 0.000165156
0.585938 0 0.0186403 0 0 0.00019883
0.59375 0 0.0188547 0 0 0.00023052
0.601562 0 0.0190543 0 0 0.000259753
0.609375 0 0.0192362 0 0 0.000286153
0.617188 0 0.0193977 0 0 0.000309333
0.625 0 0.0195366 0 0 0.000328944
